bound_size,question_id,equivalent,error,time_cost,generated_sql,gold_sql
1,101,ERROR,NotSupportedError: Not supported feature: OVER,,"SELECT S.STUDLASTNAME, NTILE(5) OVER (ORDER BY SC.GRADE) AS GRADE_QUINTILE FROM STUDENTS S JOIN STUDENT_SCHEDULES SC ON S.STUDENTID = SC.STUDENTID JOIN CLASSES C ON SC.CLASSID = C.CLASSID JOIN SUBJECTS SB ON C.SUBJECTID = SB.SUBJECTID JOIN CATEGORIES CT ON SB.CATEGORYID = CT.CATEGORYID WHERE CT.CATEGORYDESCRIPTION LIKE '%ENGLISH%' AND SC.CLASSSTATUS = 2 ORDER BY GRADE_QUINTILE DESC;","SELECT S.STUDLASTNAME AS LASTNAME, NTILE(5) OVER (ORDER BY SS.GRADE ASC) AS QUINTILERANK FROM STUDENTS S JOIN STUDENT_SCHEDULES SS ON SS.STUDENTID = S.STUDENTID JOIN STUDENT_CLASS_STATUS SCS ON SCS.CLASSSTATUS = SS.CLASSSTATUS JOIN CLASSES C ON C.CLASSID = SS.CLASSID JOIN SUBJECTS SUB ON SUB.SUBJECTID = C.SUBJECTID JOIN CATEGORIES CAT ON CAT.CATEGORYID = SUB.CATEGORYID WHERE SCS.CLASSSTATUSDESCRIPTION = 'COMPLETED' AND CAT.CATEGORYDESCRIPTION = 'ENGLISH' ORDER BY QUINTILERANK DESC;"
1,102,ERROR,ValueError: Index 102 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH LAST_RACE_PER_YEAR AS ( SELECT YEAR, MAX(ROUND) AS MAX_ROUND FROM RACES GROUP BY YEAR ), TEAM_POINTS AS ( SELECT R.YEAR, CS.CONSTRUCTOR_ID, CS.POINTS AS TEAM_POINTS FROM CONSTRUCTOR_STANDINGS CS JOIN RACES R ON R.RACE_ID = CS.RACE_ID JOIN LAST_RACE_PER_YEAR L ON L.YEAR = R.YEAR AND L.MAX_ROUND = R.ROUND ), DRIVER_POINTS_RAW AS ( SELECT R.YEAR AS YEAR, RES.CONSTRUCTOR_ID, RES.DRIVER_ID, SUM(RES.POINTS) AS POINTS FROM RESULTS RES JOIN RACES R ON R.RACE_ID = RES.RACE_ID GROUP BY R.YEAR, RES.CONSTRUCTOR_ID, RES.DRIVER_ID UNION ALL SELECT R.YEAR AS YEAR, SS.CONSTRUCTOR_ID, SS.DRIVER_ID, SUM(SS.POINTS) AS POINTS FROM SPRINT_RESULTS SS JOIN RACES R ON R.RACE_ID = SS.RACE_ID GROUP BY R.YEAR, SS.CONSTRUCTOR_ID, SS.DRIVER_ID ), DRIVER_POINTS AS ( SELECT YEAR, CONSTRUCTOR_ID, DRIVER_ID, SUM(POINTS) AS DRIVER_POINTS FROM DRIVER_POINTS_RAW GROUP BY YEAR, CONSTRUCTOR_ID, DRIVER_ID ), BEST_DRIVER_POINTS AS ( SELECT YEAR, CONSTRUCTOR_ID, MAX(DRIVER_POINTS) AS BEST_DRIVER_POINTS FROM DRIVER_POINTS GROUP BY YEAR, CONSTRUCTOR_ID ), COMBINED AS ( SELECT TP.YEAR, TP.CONSTRUCTOR_ID, (TP.TEAM_POINTS + BDP.BEST_DRIVER_POINTS) AS COMBINED_POINTS FROM TEAM_POINTS TP JOIN BEST_DRIVER_POINTS BDP ON BDP.YEAR = TP.YEAR AND BDP.CONSTRUCTOR_ID = TP.CONSTRUCTOR_ID ) SELECT C.NAME, COMBINED.YEAR FROM COMBINED JOIN CONSTRUCTORS C ON C.CONSTRUCTOR_ID = COMBINED.CONSTRUCTOR_ID ORDER BY COMBINED.COMBINED_POINTS DESC, COMBINED.YEAR ASC, C.NAME ASC LIMIT 3;"
1,103,True,,0.284622,SELECT COUNT(DISTINCT T1.SESSION) AS UNIQUE_SESSIONS FROM FORM_LOG AS T1 INNER JOIN FORM_LOG AS T2 ON T1.SESSION = T2.SESSION WHERE T1.PATH = '/REGIST/INPUT' AND T2.PATH = '/REGIST/CONFIRM' AND T1.STAMP < T2.STAMP;,SELECT COUNT(DISTINCT I.SESSION) FROM FORM_LOG AS I JOIN FORM_LOG AS C ON I.SESSION = C.SESSION WHERE I.ACTION = 'VIEW' AND C.ACTION = 'VIEW' AND I.PATH = '/REGIST/INPUT' AND C.PATH = '/REGIST/CONFIRM' AND C.STAMP > I.STAMP;
1,104,ERROR,ValueError: Index 104 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH FIRST_TERM AS ( SELECT LT.ID_BIOGUIDE, LT.STATE, DATE(LT.TERM_START) AS FIRST_START FROM LEGISLATORS_TERMS LT WHERE LT.TERM_NUMBER = ( SELECT MIN(LT2.TERM_NUMBER) FROM LEGISLATORS_TERMS LT2 WHERE LT2.ID_BIOGUIDE = LT.ID_BIOGUIDE ) ), COHORT AS ( SELECT FT.ID_BIOGUIDE, FT.STATE, FT.FIRST_START, L.GENDER FROM FIRST_TERM FT JOIN LEGISLATORS L ON L.ID_BIOGUIDE = FT.ID_BIOGUIDE WHERE L.GENDER IN ('M','F') ), INTERVALS(I) AS ( SELECT 0 UNION ALL SELECT 2 UNION ALL SELECT 4 UNION ALL SELECT 6 UNION ALL SELECT 8 UNION ALL SELECT 10 ), COHORT_INTERVALS AS ( SELECT C.ID_BIOGUIDE, C.STATE, C.GENDER, I.I AS YEARS, DATE(C.FIRST_START, '+' || I.I || ' YEARS') AS MILESTONE FROM COHORT C CROSS JOIN INTERVALS I ), STILL_SERVING AS ( SELECT CI.STATE, CI.GENDER, CI.YEARS, COUNT(DISTINCT CI.ID_BIOGUIDE) AS RETAINED_COUNT FROM COHORT_INTERVALS CI JOIN LEGISLATORS_TERMS LT ON LT.ID_BIOGUIDE = CI.ID_BIOGUIDE AND DATE(LT.TERM_START) <= CI.MILESTONE AND DATE(LT.TERM_END) >= CI.MILESTONE GROUP BY CI.STATE, CI.GENDER, CI.YEARS ), QUALIFIED_BY_GENDER AS ( SELECT STATE, GENDER FROM STILL_SERVING GROUP BY STATE, GENDER HAVING COUNT(DISTINCT YEARS) = 6 ) SELECT STATE FROM QUALIFIED_BY_GENDER GROUP BY STATE HAVING COUNT(DISTINCT GENDER) = 2 ORDER BY STATE;"
1,105,ERROR,ValueError: Index 105 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH ANNUAL_QUOTA AS ( SELECT BUSINESSENTITYID, STRFTIME('%Y', QUOTADATE) AS YR, SUM(SALESQUOTA) AS ANNUAL_QUOTA FROM SALESPERSONQUOTAHISTORY GROUP BY BUSINESSENTITYID, STRFTIME('%Y', QUOTADATE) ), ANNUAL_SALES AS ( SELECT SALESPERSONID AS BUSINESSENTITYID, STRFTIME('%Y', ORDERDATE) AS YR, SUM(SUBTOTAL) AS ANNUAL_SALES FROM SALESORDERHEADER WHERE SALESPERSONID IS NOT NULL GROUP BY SALESPERSONID, STRFTIME('%Y', ORDERDATE) ) SELECT Q.BUSINESSENTITYID AS SALESPERSONID, CAST(Q.YR AS INTEGER) AS YEAR, COALESCE(S.ANNUAL_SALES, 0) - Q.ANNUAL_QUOTA AS SALES_MINUS_QUOTA FROM ANNUAL_QUOTA Q LEFT JOIN ANNUAL_SALES S ON Q.BUSINESSENTITYID = S.BUSINESSENTITYID AND Q.YR = S.YR ORDER BY Q.BUSINESSENTITYID, CAST(Q.YR AS INTEGER);"
1,106,True,,0.53829,"WITH DRIVER_POINTS AS ( SELECT RACES.YEAR, MAX(DRIVER_STANDINGS.POINTS) AS MAX_DRIVER_POINTS FROM RACES JOIN DRIVER_STANDINGS ON RACES.RACE_ID = DRIVER_STANDINGS.RACE_ID GROUP BY RACES.YEAR ), CONSTRUCTOR_POINTS AS ( SELECT RACES.YEAR, MAX(CONSTRUCTOR_STANDINGS.POINTS) AS MAX_CONSTRUCTOR_POINTS FROM RACES JOIN CONSTRUCTOR_STANDINGS ON RACES.RACE_ID = CONSTRUCTOR_STANDINGS.RACE_ID GROUP BY RACES.YEAR ) SELECT DP.YEAR FROM DRIVER_POINTS DP JOIN CONSTRUCTOR_POINTS CP ON DP.YEAR = CP.YEAR ORDER BY (DP.MAX_DRIVER_POINTS + CP.MAX_CONSTRUCTOR_POINTS) ASC LIMIT 3;","WITH DRIVER_MAX_PER_YEAR AS ( SELECT R.YEAR AS YEAR, MAX(DS.POINTS) AS DRIVER_MAX_POINTS FROM DRIVER_STANDINGS DS JOIN RACES R ON R.RACE_ID = DS.RACE_ID GROUP BY R.YEAR ), CONSTRUCTOR_MAX_PER_YEAR AS ( SELECT R.YEAR AS YEAR, MAX(CS.POINTS) AS CONSTRUCTOR_MAX_POINTS FROM CONSTRUCTOR_STANDINGS CS JOIN RACES R ON R.RACE_ID = CS.RACE_ID GROUP BY R.YEAR ) SELECT D.YEAR FROM DRIVER_MAX_PER_YEAR D JOIN CONSTRUCTOR_MAX_PER_YEAR C ON C.YEAR = D.YEAR ORDER BY (D.DRIVER_MAX_POINTS + C.CONSTRUCTOR_MAX_POINTS) ASC, D.YEAR ASC LIMIT 3;"
1,107,ERROR,NotSupportedError: Not supported feature: OVER,,"WITH SALESPERREP AS ( SELECT WSR.REGION_ID, WSR.ID AS SALES_REP_ID, WSR.NAME AS SALES_REP_NAME, SUM(WO.TOTAL_AMT_USD) AS TOTAL_SALES FROM WEB_ORDERS WO JOIN WEB_ACCOUNTS WA ON WO.ACCOUNT_ID = WA.ID JOIN WEB_SALES_REPS WSR ON WA.SALES_REP_ID = WSR.ID GROUP BY WSR.REGION_ID, WSR.ID, WSR.NAME ), TOPSALESREP AS ( SELECT SPR.REGION_ID, SPR.SALES_REP_ID, SPR.SALES_REP_NAME, SPR.TOTAL_SALES, ROW_NUMBER() OVER (PARTITION BY SPR.REGION_ID ORDER BY SPR.TOTAL_SALES DESC) AS SALES_RANK FROM SALESPERREP SPR ), REGIONSALES AS ( SELECT WR.ID AS REGION_ID, WR.NAME AS REGION_NAME, COUNT(WO.ID) AS ORDER_COUNT, SUM(WO.TOTAL_AMT_USD) AS TOTAL_SALES FROM WEB_ORDERS WO JOIN WEB_ACCOUNTS WA ON WO.ACCOUNT_ID = WA.ID JOIN WEB_SALES_REPS WSR ON WA.SALES_REP_ID = WSR.ID JOIN WEB_REGION WR ON WSR.REGION_ID = WR.ID GROUP BY WR.ID, WR.NAME ) SELECT RS.REGION_NAME, RS.ORDER_COUNT, RS.TOTAL_SALES, TSR.SALES_REP_NAME AS TOP_SALES_REP, TSR.TOTAL_SALES AS TOP_SALES_REP_SALES FROM REGIONSALES RS JOIN TOPSALESREP TSR ON RS.REGION_ID = TSR.REGION_ID AND TSR.SALES_RANK = 1;","WITH REP_SALES AS ( SELECT R.ID AS REGION_ID, SR.ID AS SALES_REP_ID, SR.NAME AS SALES_REP_NAME, COALESCE(SUM(O.TOTAL_AMT_USD), 0.0) AS SALES_AMOUNT FROM WEB_REGION R LEFT JOIN WEB_SALES_REPS SR ON SR.REGION_ID = R.ID LEFT JOIN WEB_ACCOUNTS A ON A.SALES_REP_ID = SR.ID LEFT JOIN WEB_ORDERS O ON O.ACCOUNT_ID = A.ID GROUP BY R.ID, SR.ID, SR.NAME ), REP_RANKED AS ( SELECT REGION_ID, SALES_REP_NAME, SALES_AMOUNT, ROW_NUMBER() OVER ( PARTITION BY REGION_ID ORDER BY SALES_AMOUNT DESC, SALES_REP_NAME ASC ) AS RN FROM REP_SALES WHERE SALES_REP_ID IS NOT NULL ), REGION_AGG AS ( SELECT R.ID AS REGION_ID, COUNT(O.ID) AS NUMBER_OF_ORDERS, COALESCE(SUM(O.TOTAL_AMT_USD), 0.0) AS TOTAL_SALES_AMOUNT FROM WEB_REGION R LEFT JOIN WEB_SALES_REPS SR ON SR.REGION_ID = R.ID LEFT JOIN WEB_ACCOUNTS A ON A.SALES_REP_ID = SR.ID LEFT JOIN WEB_ORDERS O ON O.ACCOUNT_ID = A.ID GROUP BY R.ID ) SELECT R.NAME AS REGION, RA.NUMBER_OF_ORDERS, RA.TOTAL_SALES_AMOUNT, RR.SALES_REP_NAME AS TOP_SALES_REP_NAME, RR.SALES_AMOUNT AS TOP_SALES_REP_SALES_AMOUNT FROM WEB_REGION R LEFT JOIN REGION_AGG RA ON RA.REGION_ID = R.ID LEFT JOIN REP_RANKED RR ON RR.REGION_ID = R.ID AND RR.RN = 1 ORDER BY R.NAME;"
1,108,ERROR,ValueError: Index 108 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH POS AS ( SELECT RACE_ID, LAP, DRIVER_ID, POSITION AS POS FROM LAP_POSITIONS ), CURR AS ( SELECT RACE_ID, LAP, DRIVER_ID, POS FROM POS WHERE LAP >= 1 ), OVERTAKES AS ( SELECT A.RACE_ID, A.LAP, A.DRIVER_ID AS OVERTAKER_ID, B.DRIVER_ID AS OVERTAKEN_ID, ABS(SA.POS - SB.POS) AS START_POS_DIFF FROM CURR A JOIN CURR B ON A.RACE_ID = B.RACE_ID AND A.LAP = B.LAP AND A.DRIVER_ID <> B.DRIVER_ID JOIN POS PA ON PA.RACE_ID = A.RACE_ID AND PA.LAP = A.LAP - 1 AND PA.DRIVER_ID = A.DRIVER_ID JOIN POS PB ON PB.RACE_ID = B.RACE_ID AND PB.LAP = B.LAP - 1 AND PB.DRIVER_ID = B.DRIVER_ID LEFT JOIN POS SA ON SA.RACE_ID = A.RACE_ID AND SA.LAP = 0 AND SA.DRIVER_ID = A.DRIVER_ID LEFT JOIN POS SB ON SB.RACE_ID = B.RACE_ID AND SB.LAP = 0 AND SB.DRIVER_ID = B.DRIVER_ID WHERE PA.POS > PB.POS AND A.POS < B.POS ) SELECT CASE WHEN EXISTS ( SELECT 1 FROM RETIREMENTS R WHERE R.RACE_ID = O.RACE_ID AND R.DRIVER_ID = O.OVERTAKEN_ID AND CAST(R.LAP AS INT) = O.LAP ) THEN 'R' WHEN EXISTS ( SELECT 1 FROM PIT_STOPS P WHERE P.RACE_ID = O.RACE_ID AND P.DRIVER_ID = O.OVERTAKEN_ID AND P.LAP IN (O.LAP, O.LAP - 1) ) THEN 'P' WHEN O.LAP = 1 AND O.START_POS_DIFF IS NOT NULL AND O.START_POS_DIFF <= 2 THEN 'S' ELSE 'T' END AS OVERTAKE_TYPE, COUNT(*) AS NUM_OVERTAKES FROM OVERTAKES O GROUP BY OVERTAKE_TYPE ORDER BY OVERTAKE_TYPE;"
1,109,ERROR,ValueError: Index 109 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH SERVICE AS ( SELECT LT.ID_BIOGUIDE, CAST((JULIANDAY(MAX(LT.TERM_END)) - JULIANDAY(MIN(LT.TERM_START))) / 365.25 AS INTEGER) AS YEARS_OF_SERVICE FROM LEGISLATORS_TERMS LT JOIN LEGISLATORS L ON L.ID_BIOGUIDE = LT.ID_BIOGUIDE WHERE L.GENDER = 'M' AND LT.STATE = 'LA' GROUP BY LT.ID_BIOGUIDE ) SELECT YEARS_OF_SERVICE, COUNT(*) AS NUM_LEGISLATORS FROM SERVICE WHERE YEARS_OF_SERVICE > 30 AND YEARS_OF_SERVICE < 50 GROUP BY YEARS_OF_SERVICE ORDER BY YEARS_OF_SERVICE;"
1,110,ERROR,ValueError: Index 110 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH RECENCYSCORE AS ( SELECT CUSTOMER_UNIQUE_ID, MAX(ORDER_PURCHASE_TIMESTAMP) AS LAST_PURCHASE, NTILE(5) OVER (ORDER BY MAX(ORDER_PURCHASE_TIMESTAMP) DESC) AS RECENCY FROM ORDERS JOIN CUSTOMERS USING (CUSTOMER_ID) WHERE ORDER_STATUS = 'DELIVERED' GROUP BY CUSTOMER_UNIQUE_ID ), FREQUENCYSCORE AS ( SELECT CUSTOMER_UNIQUE_ID, COUNT(ORDER_ID) AS TOTAL_ORDERS, NTILE(5) OVER (ORDER BY COUNT(ORDER_ID) DESC) AS FREQUENCY FROM ORDERS JOIN CUSTOMERS USING (CUSTOMER_ID) WHERE ORDER_STATUS = 'DELIVERED' GROUP BY CUSTOMER_UNIQUE_ID ), MONETARYSCORE AS ( SELECT CUSTOMER_UNIQUE_ID, SUM(PRICE) AS TOTAL_SPENT, NTILE(5) OVER (ORDER BY SUM(PRICE) DESC) AS MONETARY FROM ORDERS JOIN ORDER_ITEMS USING (ORDER_ID) JOIN CUSTOMERS USING (CUSTOMER_ID) WHERE ORDER_STATUS = 'DELIVERED' GROUP BY CUSTOMER_UNIQUE_ID ), RFM AS ( SELECT LAST_PURCHASE, TOTAL_ORDERS, TOTAL_SPENT, CASE WHEN RECENCY = 1 AND FREQUENCY + MONETARY IN (1, 2, 3, 4) THEN CHAMPIONS WHEN RECENCY IN (4, 5) AND FREQUENCY + MONETARY IN (1, 2) THEN CANT_LOSE_THEM WHEN RECENCY IN (4, 5) AND FREQUENCY + MONETARY IN (3, 4, 5, 6) THEN HIBERNATING WHEN RECENCY IN (4, 5) AND FREQUENCY + MONETARY IN (7, 8, 9, 10) THEN LOST WHEN RECENCY IN (2, 3) AND FREQUENCY + MONETARY IN (1, 2, 3, 4) THEN LOYAL_CUSTOMERS WHEN RECENCY = 3 AND FREQUENCY + MONETARY IN (5, 6) THEN NEEDS_ATTENTION WHEN RECENCY = 1 AND FREQUENCY + MONETARY IN (7, 8) THEN RECENT_USERS WHEN RECENCY = 1 AND FREQUENCY + MONETARY IN (5, 6) OR RECENCY = 2 AND FREQUENCY + MONETARY IN (5, 6, 7, 8) THEN POTENTITAL_LOYALISTS WHEN RECENCY = 1 AND FREQUENCY + MONETARY IN (9, 10) THEN PRICE_SENSITIVE WHEN RECENCY = 2 AND FREQUENCY + MONETARY IN (9, 10) THEN PROMISING WHEN RECENCY = 3 AND FREQUENCY + MONETARY IN (7, 8, 9, 10) THEN ABOUT_TO_SLEEP END AS RFM_BUCKET FROM RECENCYSCORE JOIN FREQUENCYSCORE USING (CUSTOMER_UNIQUE_ID) JOIN MONETARYSCORE USING (CUSTOMER_UNIQUE_ID) ) SELECT RFM_BUCKET, AVG(TOTAL_SPENT / TOTAL_ORDERS) AS AVG_SALES_PER_CUSTOMER FROM RFM GROUP BY RFM_BUCKET"
1,111,ERROR,NotSupportedError: Not supported feature: OVER,,"WITH STOREORDERCOUNT AS ( SELECT STORE_ID, COUNT(ORDER_ID) AS ORDER_COUNT, ROW_NUMBER() OVER (ORDER BY COUNT(ORDER_ID) DESC) AS STORE_RANK FROM ORDERS GROUP BY STORE_ID ), STOREORDERSTATUS AS ( SELECT STORE_ID, SUM(CASE WHEN ORDER_STATUS = 'FINISHED' THEN 1 ELSE 0 END) AS COMPLETED_ORDERS, COUNT(ORDER_ID) AS TOTAL_ORDERS FROM ORDERS GROUP BY STORE_ID ) SELECT (SOS.COMPLETED_ORDERS * 1.0 / SOS.TOTAL_ORDERS) AS COMPLETED_ORDER_RATIO FROM STOREORDERSTATUS SOS JOIN STOREORDERCOUNT SOC ON SOS.STORE_ID = SOC.STORE_ID WHERE SOC.STORE_RANK = 1;","WITH STORE_COUNTS AS ( SELECT STORE_ID, COUNT(*) AS TOTAL_ORDERS, SUM(CASE WHEN ORDER_STATUS = 'FINISHED' THEN 1 ELSE 0 END) AS COMPLETED_ORDERS FROM ORDERS GROUP BY STORE_ID ), TOP_STORE AS ( SELECT STORE_ID, TOTAL_ORDERS, COMPLETED_ORDERS FROM STORE_COUNTS ORDER BY TOTAL_ORDERS DESC, STORE_ID ASC LIMIT 1 ) SELECT 1.0 * COMPLETED_ORDERS / TOTAL_ORDERS AS RATIO FROM TOP_STORE;"
1,112,ERROR,ValueError: Index 112 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH CUSTOMERDATA AS ( SELECT CUSTOMER_UNIQUE_ID, COUNT(DISTINCT ORDERS.ORDER_ID) AS ORDER_COUNT, SUM(PAYMENT_VALUE) AS TOTAL_PAYMENT, JULIANDAY(MIN(ORDER_PURCHASE_TIMESTAMP)) AS FIRST_ORDER_DAY, JULIANDAY(MAX(ORDER_PURCHASE_TIMESTAMP)) AS LAST_ORDER_DAY FROM CUSTOMERS JOIN ORDERS USING (CUSTOMER_ID) JOIN ORDER_PAYMENTS USING (ORDER_ID) GROUP BY CUSTOMER_UNIQUE_ID ) SELECT CUSTOMER_UNIQUE_ID, ORDER_COUNT AS PF, ROUND(TOTAL_PAYMENT / ORDER_COUNT, 2) AS AOV, CASE WHEN (LAST_ORDER_DAY - FIRST_ORDER_DAY) < 7 THEN 1 ELSE (LAST_ORDER_DAY - FIRST_ORDER_DAY) / 7 END AS ACL FROM CUSTOMERDATA ORDER BY AOV DESC LIMIT 3"
1,113,ERROR,ValueError: Index 113 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH DELIVERED_ITEMS AS ( SELECT I.SELLER_ID, I.ORDER_ID, O.CUSTOMER_ID, I.PRICE, I.FREIGHT_VALUE FROM OLIST_ORDER_ITEMS I JOIN OLIST_ORDERS O ON O.ORDER_ID = I.ORDER_ID WHERE O.ORDER_STATUS = 'DELIVERED' ), REVIEWS_5 AS ( SELECT DISTINCT R.ORDER_ID, R.REVIEW_ID FROM OLIST_ORDER_REVIEWS R WHERE R.REVIEW_SCORE = 5 ), SELLER_METRICS AS ( SELECT DI.SELLER_ID, COUNT(DISTINCT DI.CUSTOMER_ID) AS DISTINCT_CUSTOMERS, SUM(DI.PRICE - DI.FREIGHT_VALUE) AS PROFIT, COUNT(DISTINCT DI.ORDER_ID) AS DISTINCT_ORDERS, COUNT(DISTINCT R.REVIEW_ID) AS FIVE_STAR_RATINGS FROM DELIVERED_ITEMS DI LEFT JOIN REVIEWS_5 R ON R.ORDER_ID = DI.ORDER_ID GROUP BY DI.SELLER_ID ), MAX_CUSTOMERS AS ( SELECT SELLER_ID, DISTINCT_CUSTOMERS FROM SELLER_METRICS ORDER BY DISTINCT_CUSTOMERS DESC, SELLER_ID LIMIT 1 ), MAX_PROFIT AS ( SELECT SELLER_ID, PROFIT FROM SELLER_METRICS ORDER BY PROFIT DESC, SELLER_ID LIMIT 1 ), MAX_ORDERS AS ( SELECT SELLER_ID, DISTINCT_ORDERS FROM SELLER_METRICS ORDER BY DISTINCT_ORDERS DESC, SELLER_ID LIMIT 1 ), MAX_5STARS AS ( SELECT SELLER_ID, FIVE_STAR_RATINGS FROM SELLER_METRICS ORDER BY FIVE_STAR_RATINGS DESC, SELLER_ID LIMIT 1 ) SELECT MC.SELLER_ID AS SELLER_ID_HIGHEST_DISTINCT_CUSTOMERS, MC.DISTINCT_CUSTOMERS AS HIGHEST_DISTINCT_CUSTOMERS, MP.SELLER_ID AS SELLER_ID_HIGHEST_PROFIT, MP.PROFIT AS HIGHEST_PROFIT, MO.SELLER_ID AS SELLER_ID_HIGHEST_DISTINCT_ORDERS, MO.DISTINCT_ORDERS AS HIGHEST_DISTINCT_ORDERS, M5.SELLER_ID AS SELLER_ID_MOST_5_STAR_RATINGS, M5.FIVE_STAR_RATINGS AS MOST_5_STAR_RATINGS FROM MAX_CUSTOMERS MC CROSS JOIN MAX_PROFIT MP CROSS JOIN MAX_ORDERS MO CROSS JOIN MAX_5STARS M5;"
1,114,ERROR,ValueError: Index 114 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH GEO AS ( SELECT GEOLOCATION_ZIP_CODE_PREFIX AS ZIP_PREFIX, AVG(GEOLOCATION_LAT) AS LAT, AVG(GEOLOCATION_LNG) AS LNG FROM OLIST_GEOLOCATION GROUP BY GEOLOCATION_ZIP_CODE_PREFIX ), PAIRS AS ( SELECT OS.SELLER_CITY AS CITY_A, OC.CUSTOMER_CITY AS CITY_B, GS.LAT AS LAT_A, GS.LNG AS LON_A, GC.LAT AS LAT_B, GC.LNG AS LON_B FROM OLIST_ORDER_ITEMS OI JOIN OLIST_SELLERS OS ON OI.SELLER_ID = OS.SELLER_ID JOIN OLIST_ORDERS O ON OI.ORDER_ID = O.ORDER_ID JOIN OLIST_CUSTOMERS OC ON O.CUSTOMER_ID = OC.CUSTOMER_ID JOIN GEO GS ON GS.ZIP_PREFIX = OS.SELLER_ZIP_CODE_PREFIX JOIN GEO GC ON GC.ZIP_PREFIX = OC.CUSTOMER_ZIP_CODE_PREFIX WHERE OS.SELLER_CITY IS NOT NULL AND OC.CUSTOMER_CITY IS NOT NULL ), DISTANCES AS ( SELECT CITY_A, CITY_B, 6371.0 * ACOS( MIN( MAX( COS(LAT_A * (3.141592653589793/180.0)) * COS(LAT_B * (3.141592653589793/180.0)) * COS((LON_B - LON_A) * (3.141592653589793/180.0)) + SIN(LAT_A * (3.141592653589793/180.0)) * SIN(LAT_B * (3.141592653589793/180.0)), -1.0 ), 1.0 ) ) AS DISTANCE_KM FROM PAIRS ) SELECT CITY_A, CITY_B, DISTANCE_KM FROM DISTANCES ORDER BY DISTANCE_KM DESC LIMIT 1;"
1,115,ERROR,ValueError: Index 115 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH CLEANED AS ( SELECT LOCATION, COMPANYNAME, CAST(REPLACE(REPLACE(REPLACE(REPLACE(TRIM(SALARY), '₹', ''), ',', ''), '/YR', ''), ' ', '') AS REAL) AS SALARY_NUM, COALESCE(SALARIESREPORTED, 1) AS WEIGHT FROM SALARYDATASET WHERE SALARY IS NOT NULL AND TRIM(SALARY) <> '' ), CITY_COMPANY_AVG AS ( SELECT LOCATION, COMPANYNAME, SUM(SALARY_NUM * WEIGHT) / NULLIF(SUM(WEIGHT), 0) AS AVG_SALARY FROM CLEANED WHERE LOCATION IN ('MUMBAI', 'PUNE', 'NEW DELHI', 'HYDERABAD') AND SALARY_NUM > 0 AND WEIGHT > 0 GROUP BY LOCATION, COMPANYNAME ), RANKED AS ( SELECT LOCATION, COMPANYNAME, AVG_SALARY, ROW_NUMBER() OVER (PARTITION BY LOCATION ORDER BY AVG_SALARY DESC, COMPANYNAME ASC) AS RN FROM CITY_COMPANY_AVG ), COUNTRY_AVG AS ( SELECT SUM(SALARY_NUM * WEIGHT) / NULLIF(SUM(WEIGHT), 0) AS AVG_COUNTRY FROM CLEANED WHERE SALARY_NUM > 0 AND WEIGHT > 0 ) SELECT R.LOCATION AS LOCATION, R.COMPANYNAME AS COMPANY_NAME, ROUND(R.AVG_SALARY, 2) AS AVERAGE_SALARY_IN_STATE, ROUND(C.AVG_COUNTRY, 2) AS AVERAGE_SALARY_IN_COUNTRY FROM RANKED R CROSS JOIN COUNTRY_AVG C WHERE R.RN <= 5 ORDER BY R.LOCATION, R.AVG_SALARY DESC, R.COMPANYNAME;"
